[LOG] 2014-05-20 11:09:47,441 - org.springframework.beans.factory.xml.XmlBeanDefinitionReader -429  [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader  - Loading XML bean definitions from class path resource [ApplicationContext.xml]
[LOG] 2014-05-20 11:09:48,730 - org.springframework.beans.factory.xml.XmlBeanDefinitionReader -1718 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader  - Loading XML bean definitions from class path resource [spring-data.xml]
[LOG] 2014-05-20 11:09:53,996 - org.hibernate.tool.hbm2ddl.TableMetadata -6984 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_empl_salary_adjust
[LOG] 2014-05-20 11:09:53,996 - org.hibernate.tool.hbm2ddl.TableMetadata -6984 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [amount, id, remark, time_adjust, empl_sn, version_lock]
[LOG] 2014-05-20 11:09:53,996 - org.hibernate.tool.hbm2ddl.TableMetadata -6984 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: [fk_rab1v8wr4nf10sdgwsr27dh6b]
[LOG] 2014-05-20 11:09:53,997 - org.hibernate.tool.hbm2ddl.TableMetadata -6985 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [fk_rab1v8wr4nf10sdgwsr27dh6b, primary]
[LOG] 2014-05-20 11:09:54,008 - org.hibernate.tool.hbm2ddl.TableMetadata -6996 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_empl_salary_info
[LOG] 2014-05-20 11:09:54,009 - org.hibernate.tool.hbm2ddl.TableMetadata -6997 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [lsn_insumed, is_post, lsn_fundhouse, by_time, lsn_insupesn, version_lock, ratio_eval, id, last_update, create_date, ratio_prepay, by_piece, empl_sn, lsn_insulqmed]
[LOG] 2014-05-20 11:09:54,009 - org.hibernate.tool.hbm2ddl.TableMetadata -6997 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: [fk_nu04nciu2vr3nw0jtpdsu5wh3]
[LOG] 2014-05-20 11:09:54,009 - org.hibernate.tool.hbm2ddl.TableMetadata -6997 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [primary, fk_nu04nciu2vr3nw0jtpdsu5wh3]
[LOG] 2014-05-20 11:09:54,020 - org.hibernate.tool.hbm2ddl.TableMetadata -7008 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_employee
[LOG] 2014-05-20 11:09:54,021 - org.hibernate.tool.hbm2ddl.TableMetadata -7009 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [last_update, level, person_id, create_date, status, sequence, empl_sn, introduction, version_lock]
[LOG] 2014-05-20 11:09:54,021 - org.hibernate.tool.hbm2ddl.TableMetadata -7009 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: [fk_pae93txu2fenecdbm4kl1k7iw, fk_hvrlvsa2dpjo1jph7phgijg77, fk_5ud5mx0vqwebooqbpsre3rlxx, fk_rax1nael6wadi2x8tywt7n7wx]
[LOG] 2014-05-20 11:09:54,021 - org.hibernate.tool.hbm2ddl.TableMetadata -7009 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [primary, uk_pae93txu2fenecdbm4kl1k7iw, fk_pae93txu2fenecdbm4kl1k7iw, fk_5ud5mx0vqwebooqbpsre3rlxx, fk_hvrlvsa2dpjo1jph7phgijg77, fk_rax1nael6wadi2x8tywt7n7wx]
[LOG] 2014-05-20 11:09:54,030 - org.hibernate.tool.hbm2ddl.TableMetadata -7018 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_log
[LOG] 2014-05-20 11:09:54,030 - org.hibernate.tool.hbm2ddl.TableMetadata -7018 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [id, row_id, last_update, manager, create_date, table_name, rows_affected, action, version_lock]
[LOG] 2014-05-20 11:09:54,030 - org.hibernate.tool.hbm2ddl.TableMetadata -7018 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: []
[LOG] 2014-05-20 11:09:54,030 - org.hibernate.tool.hbm2ddl.TableMetadata -7018 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [primary]
[LOG] 2014-05-20 11:09:54,038 - org.hibernate.tool.hbm2ddl.TableMetadata -7026 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_param
[LOG] 2014-05-20 11:09:54,038 - org.hibernate.tool.hbm2ddl.TableMetadata -7026 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [id, last_update, create_date, description, default_value, explanation, para_value, para_key, version_lock, p_type]
[LOG] 2014-05-20 11:09:54,038 - org.hibernate.tool.hbm2ddl.TableMetadata -7026 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: []
[LOG] 2014-05-20 11:09:54,038 - org.hibernate.tool.hbm2ddl.TableMetadata -7026 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [primary]
[LOG] 2014-05-20 11:09:54,058 - org.hibernate.tool.hbm2ddl.TableMetadata -7046 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_person
[LOG] 2014-05-20 11:09:54,058 - org.hibernate.tool.hbm2ddl.TableMetadata -7046 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [issueauth, sp_phone, phone, idcard_address, idname, last_degree, idcard_num, sp_name, ec_name, idcard_ethnic, hukou_type, join_party_date, photo_path, version_lock, id, last_update, married, last_major, weixin, create_date, idcardpicpath, name, gender, ec_phone, valid_until, marital_status, qq, idcard_name, ethnic, partisan, hometown, ec_address, idcardnum, idaddress, validuntil, valid_start, email, postal_code, idcard_path, issue_auth, validstart, idcard_gender, resi_address, last_school, introduction, mobile]
[LOG] 2014-05-20 11:09:54,058 - org.hibernate.tool.hbm2ddl.TableMetadata -7046 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: []
[LOG] 2014-05-20 11:09:54,058 - org.hibernate.tool.hbm2ddl.TableMetadata -7046 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [primary, uk_fi9uokyxuubhuycm6ofc4xx3p]
[LOG] 2014-05-20 11:09:54,067 - org.hibernate.tool.hbm2ddl.TableMetadata -7055 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_position
[LOG] 2014-05-20 11:09:54,067 - org.hibernate.tool.hbm2ddl.TableMetadata -7055 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [last_update, create_date, amount_limit, remark, duty, sequence, name, position_sn, dept_sn, version_lock]
[LOG] 2014-05-20 11:09:54,067 - org.hibernate.tool.hbm2ddl.TableMetadata -7055 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: [fk_qbcai8em252q5n87b8q4eipho]
[LOG] 2014-05-20 11:09:54,067 - org.hibernate.tool.hbm2ddl.TableMetadata -7055 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [primary, fk_qbcai8em252q5n87b8q4eipho]
[LOG] 2014-05-20 11:09:54,075 - org.hibernate.tool.hbm2ddl.TableMetadata -7063 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_prsn_crtf
[LOG] 2014-05-20 11:09:54,075 - org.hibernate.tool.hbm2ddl.TableMetadata -7063 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [id, authority, person_id, name, crtf_sn, obtain_date, expiry_date, edu_id]
[LOG] 2014-05-20 11:09:54,075 - org.hibernate.tool.hbm2ddl.TableMetadata -7063 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: [fk_eh08c8g7jamqoc0f82c28e1kw]
[LOG] 2014-05-20 11:09:54,075 - org.hibernate.tool.hbm2ddl.TableMetadata -7063 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [fk_eh08c8g7jamqoc0f82c28e1kw, primary]
[LOG] 2014-05-20 11:09:54,083 - org.hibernate.tool.hbm2ddl.TableMetadata -7071 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_prsn_edu
[LOG] 2014-05-20 11:09:54,083 - org.hibernate.tool.hbm2ddl.TableMetadata -7071 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [id, end_date, school, degree, person_id, qualify, start_date, major]
[LOG] 2014-05-20 11:09:54,083 - org.hibernate.tool.hbm2ddl.TableMetadata -7071 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: [fk_o9nr7kkifltui35qxnmpmrlau]
[LOG] 2014-05-20 11:09:54,083 - org.hibernate.tool.hbm2ddl.TableMetadata -7071 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [primary, fk_o9nr7kkifltui35qxnmpmrlau]
[LOG] 2014-05-20 11:09:54,092 - org.hibernate.tool.hbm2ddl.TableMetadata -7080 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_prsn_info
[LOG] 2014-05-20 11:09:54,093 - org.hibernate.tool.hbm2ddl.TableMetadata -7081 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [id]
[LOG] 2014-05-20 11:09:54,093 - org.hibernate.tool.hbm2ddl.TableMetadata -7081 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: []
[LOG] 2014-05-20 11:09:54,093 - org.hibernate.tool.hbm2ddl.TableMetadata -7081 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [primary]
[LOG] 2014-05-20 11:09:54,102 - org.hibernate.tool.hbm2ddl.TableMetadata -7090 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_prsn_sclrlt
[LOG] 2014-05-20 11:09:54,102 - org.hibernate.tool.hbm2ddl.TableMetadata -7090 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [id, phone, post, person_id, name, company, age, relation]
[LOG] 2014-05-20 11:09:54,102 - org.hibernate.tool.hbm2ddl.TableMetadata -7090 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: [fk_l5x3er82asx2lrq7ouadgn95o]
[LOG] 2014-05-20 11:09:54,102 - org.hibernate.tool.hbm2ddl.TableMetadata -7090 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [fk_l5x3er82asx2lrq7ouadgn95o, primary]
[LOG] 2014-05-20 11:09:54,112 - org.hibernate.tool.hbm2ddl.TableMetadata -7100 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000261: Table found: haisodb0418.t_prsn_wrkexp
[LOG] 2014-05-20 11:09:54,112 - org.hibernate.tool.hbm2ddl.TableMetadata -7100 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000037: Columns: [position, id, end_date, person_id, com_address, com_phone, company, com_email, com_website, start_date]
[LOG] 2014-05-20 11:09:54,112 - org.hibernate.tool.hbm2ddl.TableMetadata -7100 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000108: Foreign keys: [fk_5rkx5xc773wqoh9k0ab1yeah6]
[LOG] 2014-05-20 11:09:54,112 - org.hibernate.tool.hbm2ddl.TableMetadata -7100 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata  - HHH000126: Indexes: [fk_5rkx5xc773wqoh9k0ab1yeah6, primary]
[LOG] 2014-05-20 11:09:54,113 - java.sql.DatabaseMetaData -7101 [main] INFO  java.sql.DatabaseMetaData  - HHH000262: Table not found: t_dom
[LOG] 2014-05-20 11:09:54,114 - java.sql.DatabaseMetaData -7102 [main] INFO  java.sql.DatabaseMetaData  - HHH000262: Table not found: t_dom
[LOG] 2014-05-20 11:09:54,123 - org.hibernate.tool.hbm2ddl.SchemaUpdate -7111 [main] ERROR org.hibernate.tool.hbm2ddl.SchemaUpdate  - HHH000388: Unsuccessful: create table t_dom (P_TYPE varchar(31) not null, id integer not null auto_increment, fileName varchar(255), filePath varchar(255), originalName varchar(255), uploadDate datetime, cellType tinyblob, fieldName varchar(255), index integer, titleIndex integer, titleName varchar(255), entityName varchar(255), sheetName varchar(255), manager_empl_sn varchar(20), sheet_id integer, wb_id integer, primary key (id)) ENGINE=InnoDB
[LOG] 2014-05-20 11:09:54,126 - org.hibernate.tool.hbm2ddl.SchemaUpdate -7114 [main] ERROR org.hibernate.tool.hbm2ddl.SchemaUpdate  - You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'integer,
        titleIndex integer,
        titleName varchar(255),
        ent' at line 10
[LOG] 2014-05-20 11:09:54,128 - org.hibernate.tool.hbm2ddl.SchemaUpdate -7116 [main] ERROR org.hibernate.tool.hbm2ddl.SchemaUpdate  - HHH000388: Unsuccessful: alter table t_dom add index FK_nntdp98eri3tkiuqhs85bo654 (manager_empl_sn), add constraint FK_nntdp98eri3tkiuqhs85bo654 foreign key (manager_empl_sn) references t_employee (empl_sn)
[LOG] 2014-05-20 11:09:54,130 - org.hibernate.tool.hbm2ddl.SchemaUpdate -7118 [main] ERROR org.hibernate.tool.hbm2ddl.SchemaUpdate  - Table 'haisodb0418.t_dom' doesn't exist
[LOG] 2014-05-20 11:09:54,131 - org.hibernate.tool.hbm2ddl.SchemaUpdate -7119 [main] ERROR org.hibernate.tool.hbm2ddl.SchemaUpdate  - HHH000388: Unsuccessful: alter table t_dom add index FK_gkgfq33hvnpc7fppv4o1c6cjd (sheet_id), add constraint FK_gkgfq33hvnpc7fppv4o1c6cjd foreign key (sheet_id) references t_dom (id)
[LOG] 2014-05-20 11:09:54,132 - org.hibernate.tool.hbm2ddl.SchemaUpdate -7120 [main] ERROR org.hibernate.tool.hbm2ddl.SchemaUpdate  - Table 'haisodb0418.t_dom' doesn't exist
[LOG] 2014-05-20 11:09:54,134 - org.hibernate.tool.hbm2ddl.SchemaUpdate -7122 [main] ERROR org.hibernate.tool.hbm2ddl.SchemaUpdate  - HHH000388: Unsuccessful: alter table t_dom add index FK_a9d8eqqevn57eh44peqlt06ic (wb_id), add constraint FK_a9d8eqqevn57eh44peqlt06ic foreign key (wb_id) references t_dom (id)
[LOG] 2014-05-20 11:09:54,135 - org.hibernate.tool.hbm2ddl.SchemaUpdate -7123 [main] ERROR org.hibernate.tool.hbm2ddl.SchemaUpdate  - Table 'haisodb0418.t_dom' doesn't exist
[LOG] 2014-05-20 11:09:54,136 - org.hibernate.tool.hbm2ddl.SchemaUpdate -7124 [main] INFO  org.hibernate.tool.hbm2ddl.SchemaUpdate  - HHH000232: Schema update complete
[LOG] 2014-05-20 11:09:55,124 - org.springframework.mock.web.MockServletContext -8112 [main] INFO  org.springframework.mock.web.MockServletContext  - Initializing Spring FrameworkServlet ''
[LOG] 2014-05-20 11:09:55,124 - org.springframework.test.web.servlet.TestDispatcherServlet -8112 [main] INFO  org.springframework.test.web.servlet.TestDispatcherServlet  - FrameworkServlet '': initialization started
[LOG] 2014-05-20 11:09:55,752 - org.springframework.test.web.servlet.TestDispatcherServlet -8740 [main] INFO  org.springframework.test.web.servlet.TestDispatcherServlet  - FrameworkServlet '': initialization completed in 628 ms
[LOG] 2014-05-20 11:09:56,046 - org.reflections.Reflections -9034 [main] INFO  org.reflections.Reflections  - Reflections took 125 ms to scan 1 urls, producing 8 keys and 71 values 
[LOG] 2014-05-20 11:09:56,097 - org.reflections.Reflections -9085 [main] INFO  org.reflections.Reflections  - Reflections took 45 ms to scan 1 urls, producing 8 keys and 71 values 
[LOG] 2014-05-20 11:09:56,167 - org.springframework.web.context.support.GenericWebApplicationContext -9155 [Thread-1] INFO  org.springframework.web.context.support.GenericWebApplicationContext  - Closing org.springframework.web.context.support.GenericWebApplicationContext@3cc7e580: startup date [Tue May 20 11:09:49 CST 2014]; root of context hierarchy
[LOG] 2014-05-20 11:09:56,194 - org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -9182 [Thread-1] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean  - Closing JPA EntityManagerFactory for persistence unit 'default'
